article_url	source_text	target_text	subset	pair_id
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Kevin Stitt said on CNN’s “State of the Union” on Sunday.		training	CNN_0675
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“Americans don’t like what they’re seeing right now.” The administration complains that Democratic local officials are not cooperating with 3,000 federal agents sent to Minnesota ostensibly to deport undocumented migrants with criminal records.		training	CNN_0676
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	It says that protesters who document agents’ activity are endangering them and breaking the law.		training	CNN_0677
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Officials’ claims that “agitators” have joined protests may also contain some truth.		training	CNN_0678
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Trump on Sunday issued a series of demands on Minnesota officials and put the blame for the deaths of Pretti and Good not on aggressive federal agents, but rather on Democrats.		training	CNN_0679
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	He wrote on Truth Social the party was “putting Illegal Alien Criminals over Taxpaying, Law-Abiding Citizens, and they have created dangerous circumstances for EVERYONE involved.		training	CNN_0680
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Tragically, two American Citizens have lost their lives as a result of this Democrat ensued chaos.” White House officials correctly state that one reason Trump was elected for a second term in 2024 was that Americans despaired at former President Joe Biden’s failure to secure the southern border.		training	CNN_0681
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Some Republicans regard rhetoric from Democratic leaders such as Gov.		training	CNN_0682
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Tim Walz and Minneapolis Mayor Jacob Frey as inflammatory, playing to a liberal gallery and sure to spike dangerous tensions.		training	CNN_0683
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	But there’s no evidence voters signed up for groups of armed and masked agents roaming city streets in SUVs or for sudden escalations that have left two citizens dead.		training	CNN_0684
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Or that they think the constitutional right to protest should be abridged by an administration that seems to have chosen a Democratic state for a power play.		training	CNN_0685
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Americans have also not signed off on the apparent new erosions of Fourth Amendment protections against unreasonable search as directed in an Immigration and Customs Enforcement memo last week.		training	CNN_0686
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Federal agents who have refused local law enforcement access to the scenes of shootings and administration officials who have shut down independent investigations of the deaths are also raising questions about legal safeguards over state power.		training	CNN_0687
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	One critical political question in the coming days will be whether even those Americans who backed Trump’s hardline promises on border security will reject his imposition of ruthless federal power in deportations.		training	CNN_0688
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	It is possible that shocking incidents like Saturday’s — or the heartrending photos of the detention of a 5-year-old preschooler in Minnesota last week — will further erode his political foundation.		training	CNN_0689
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“President Trump closed the border, promised to get violent criminals out of our country,” Stitt told CNN’s Dana Bash on “State of the Union.” “I think everybody agrees with that,” Stitt went on.		training	CNN_0690
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“But now Americans are asking themselves, ‘What is the endgame?		training	CNN_0691
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	What is the solution?’ We believe in federalism and state rights.		training	CNN_0692
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	And nobody likes feds coming into their state.” This specter of federal power descending from out of state — in a way that seems antithetical to America’s republican DNA — is concentrating many minds and raising the possibility that Minnesota’s plight could become a galvanizing force nationally.		training	CNN_0693
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	A sense of a coming national moment of decision was reinforced by detailed written statements by two Democratic former presidents.		training	CNN_0694
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	In a statement Sunday, Bill Clinton said, “Over the course of a lifetime, we face only a few moments where the decision we make and the actions we take shape our history for years to come.		training	CNN_0695
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	This is one of them.” The 42nd president added: “It’s up to all of us who believe in the promise of American democracy to stand up, speak out and show that our nation still belongs to We the People.” Barack Obama and former first lady Michelle Obama wrote Sunday that the killing of Pretti is “a heartbreaking tragedy.		training	CNN_0696
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	It should also be a wake-up call to every American, regardless of party, that many of our core values as a nation are increasingly under assault.” Trump’s base — which rallied to his tough immigration rhetoric in 2016 — would argue that lax border enforcement also infringed those values.		training	CNN_0697
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	But the crackdown has become about more than immigration.		training	CNN_0698
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Like the Pentagon’s killings of alleged drug traffickers in the Pacific and Caribbean and Trump’s bid to extort Greenland from Denmark, it’s a manifestation of a White House that increasingly embraces rogue tactics and spurns due process in the interest of demonstrating its own power.		training	CNN_0699
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Administration reaction to Pretti’s killing recalled the character assassination, victim-blaming and distortions of the aftermath of Good’s death.		training	CNN_0700
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	White House deputy chief of staff Stephen Miller called Pretti a “would be assassin” on X.		training	CNN_0701
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Border Patrol official Greg Bovino said the deceased man showed up to “massacre” federal agents.		training	CNN_0702
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	And Noem suggested that federal agents fired defensively at Pretti while fearing for their lives because he was armed.		training	CNN_0703
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	In a charged political moment, it is nevertheless objectively true that these depictions are not supported on cellphone footage seen by millions of Americans.		training	CNN_0704
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	These instant artifacts of a new age when everything unfolds on social videos suggest federal agents escalated the situation with Pretti, who was filming their activity; forced him to the ground; and then fired multiple shots at him at point-blank range, apparently after he was disarmed.		training	CNN_0705
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	On Sunday, officials continued to try to deny the visual record.		training	CNN_0706
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“The victims are the Border Patrol agents,” Bovino told CNN’s Bash.		training	CNN_0707
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	He added, “The suspect put himself in that situation,” using a questionable description of Pretti, who did not appear to commit any crime.		training	CNN_0708
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Noem said, “We can’t have individuals that are impeding law enforcement operations and then showing up with guns and weapons and no ID and confronting law enforcement.” FBI Director Kash Patel said on Fox News that “you do not get to attack law enforcement officials in this country without any repercussions.” There is no evidence so far that Pretti, who had a permit to carry the gun and was not shown on any video brandishing a weapon, was doing anything other than exercising his First and Second Amendment rights.		training	CNN_0709
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	In emotive confrontations between law enforcement and citizens, there’s always the possibility that not every angle or dimension is captured on camera.		training	CNN_0710
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	This is why investigations are so important in killings involving agents and officers.		training	CNN_0711
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	But Minneapolis Police Chief Brian O’Hara told CNN’s Anderson Cooper on Sunday that federal officials denied access to the scene of the Pretti’s killing to the state investigative agency that probes law enforcement shootings.		training	CNN_0712
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Top officials including Patel and Deputy Attorney General Todd Blanche promised an investigation.		training	CNN_0713
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	But it’s set to be conducted by the DHS with the help of the FBI.		training	CNN_0714
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	So, as in the case of Good’s death, the government officials who have already prejudged the killings and denied visual evidence will oversee the findings.		training	CNN_0715
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	There can be little public confidence that they will not be politically tainted.		training	CNN_0716
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Outsiders cannot say what was in the mind of the officers involved with Pretti.		training	CNN_0717
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	But the impunity immediately offered to those who killed Good seems unlikely to have introduced any sense of restraint among their colleagues.		training	CNN_0718
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Logic suggests the administration’s direct support for these aggressive ICE and Border Patrol tactics only makes future tragedies more likely.		training	CNN_0719
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	The open denial of events that millions of Americans can see unfold on video, meanwhile, seems to go beyond normal hardball politics.		training	CNN_0720
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	It’s beginning to look like a president who believes he enjoys unchecked power wanting to demonstrate he can reinvent the reality of a nation he leads.		training	CNN_0721
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“It should freak the American public out that the Trump administration lies this easily, will lie to your face, when you can see the evidence for yourself,” Democratic Sen.		training	CNN_0722
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Chris Murphy said on “State of the Union.” “The fact of the matter is, Minneapolis is fundamentally less safe because ICE and CBP are there.” Murphy also argued that the violent confrontations between Minnesotans and federal officers were a feature rather than an unwanted byproduct of Trump’s policies.		training	CNN_0723
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“They are there to cause a conflict.		training	CNN_0724
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	They are there to create mayhem.		training	CNN_0725
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	And it isn’t going to be just isolated to Minneapolis,” he said.		training	CNN_0726
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	The question now is whether Trump’s political underpinnings will break before his method of framing alternate narratives — with the help of a compliant conservative media machine.		training	CNN_0727
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	Trump has told many thousands of lies as president, notably in claiming the 2020 election was stolen.		training	CNN_0728
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	He offered the best explanation of this political method in July 2018, when he told supporters not to believe news reports about his trade policies.		training	CNN_0729
https://edition.cnn.com/2026/01/26/politics/donald-trump-alex-pretti-minneapolis-shooting-noem-ice-analysis	“Just remember, what you’re seeing and what you’re reading is not what’s happening,” he said.		training	CNN_0730
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Wes Moore struggles to describe how he’d feel if he falls short in his push to gerrymander another Democratic seat in his state and the US House of Representatives ends up staying Republican.		training	CNN_0731
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	The easy smile and motivational speaker energy evaporate.		training	CNN_0732
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	The prepared lines disappear.		training	CNN_0733
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“So angry,” he says, after a beat.		training	CNN_0734
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	The Maryland governor is so popular in his solidly blue state that former Republican Gov.		training	CNN_0735
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Larry Hogan, who’d been eager to take another run at his old job, preemptively pulled the plug on a comeback campaign.		training	CNN_0736
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Moore is a Rhodes Scholar and bestselling author.		training	CNN_0737
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Oprah Winfrey spoke at Moore’s 2022 inauguration, candidates around the country are already putting in requests for him to join them, and George Clooney keeps saying he wants Moore to run for president, even hosting the governor on his yacht off the coast of Italy last Labor Day.		training	CNN_0738
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	But neither Moore nor national Democrats have swayed Bill Ferguson, the Baltimore-based president of the Maryland Senate.		training	CNN_0739
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Ferguson is blocking Moore’s push to redraw the state’s US House maps and try to eliminate the only Republican-held seat out of eight, rejecting even holding a vote on a proposal that moved easily through the state House of Delegates.		training	CNN_0740
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Ferguson warns that going for an 8-0 map could backfire in court, potentially letting judges draw a map that costs Democrats a seat.		training	CNN_0741
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He cautions against bowing to anger at President Donald Trump and his launching of the national battle to redraw maps ahead of the midterms.		training	CNN_0742
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Moore knows that if redistricting doesn’t happen in Maryland, national Democrats who want a no-holds-barred approach to Trump won’t blame state legislators whose names they don’t even know.		training	CNN_0743
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	For all that he can tout about bringing crime down and economic development up, the redistricting fight will be one measure of what Moore can deliver as a governor with full party control of his state heading into a potential 2028 White House run.		training	CNN_0744
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“If we end up with a Republican House and part of the reason is because Maryland did not move, none of that — forget politically, right?” Moore told CNN in an interview giving his most extensive comments about his own role in the redistricting battle.		training	CNN_0745
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“For my soul, none of that will matter, because it just means that we kowtowed as a state.” In part, what’s happening in Maryland is a well-worn tale of state legislators rebuffing a governor from their own party whom they brush off as not knowing history or the way things really work around the capital.		training	CNN_0746
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	There are parallels to the Republican state senators in Indiana who rejected Trump’s pushing them on redistricting last year.		training	CNN_0747
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	But Moore also allowed Ferguson to get out in front of him to oppose Maryland redistricting, letting momentum and time dissipate.		training	CNN_0748
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He waited to formally launch his redrawing effort until the morning after Gov.		training	CNN_0749
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Gavin Newsom’s big gerrymandering win in November’s California ballot proposition.		training	CNN_0750
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Moore argues his delays were only about getting the process right.		training	CNN_0751
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“When I hear people say, ‘Don’t worry about it, because we’re going to win overwhelmingly anyway,’ my answer always back is, ‘Says who?’” Moore said.		training	CNN_0752
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“I would never forgive myself, nor anyone else, if we come up short and the reason that we have to keep on dealing with this is because we didn’t do our job.		training	CNN_0753
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	That would be unforgivable.” A single seat in Maryland takes on heightened importance for Democrats, who are three seats behind Republicans in the redistricting battles, according to CNN’s analysis.		training	CNN_0754
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Strategists in both parties believe that even in a so-called blue wave this fall given Trump’s unpopularity, there will be far fewer competitive seats than usual, in part due to redistricting.		training	CNN_0755
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	The bill that Moore and new House of Delegates Speaker Joseline Peña-Melnyk settled on would adopt new maps for 2026, targeting US Rep.		training	CNN_0756
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Andy Harris, the sole Republican in the state’s delegation.		training	CNN_0757
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Those maps would then go before voters via ballot proposition to hold until the next regularly scheduled redistricting, after the 2030 census and Trump’s second term is finished, with other measures about holding back state courts from overturning future maps also included.		training	CNN_0758
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Ferguson is an attorney, confident as much in his reading of the law as in his support from his fellow senators.		training	CNN_0759
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He laughs off being called the most hated Democrat in America or having his manhood insulted by Virginia Senate Pro Tem L. Louise Lucas, who recently tweeted that Ferguson needs to “grow a pair and stand up to this President.” House Minority Leader Hakeem Jeffries stood next to Moore in Statuary Hall in the Capitol, saying that Maryland needed to help stop the “scheme” to “artificially maintain the extremism that we see here from Republican members of Congress.” Ferguson’s response was to tell local reporters, “I appreciate their thoughts and advice.” He has advised Moore and anyone else who will listen that he, unlike the governor, was in Annapolis in 2021 when an attempt at a different 8-0 gerrymander was stopped by the state Supreme Court and the current map of 7-1 was created by legislative compromise.		training	CNN_0760
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Push forward with trying to go 8-0 and the five Hogan-appointed judges out of seven on the state Supreme Court could strike it down, Ferguson’s team argues.		training	CNN_0761
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	They could be left with a map that’s 6-2, instead giving Republicans an additional seat.		training	CNN_0762
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Moore “sees the same threat as Bill does, but he thinks it’s worth the risk and we don’t,” Ferguson’s communications director, David Schuhlein, told CNN.		training	CNN_0763
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	In a recent private meeting with the governor and Peña-Melnyk, Ferguson said again that he wouldn’t move.		training	CNN_0764
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He brushed off former state attorney general Brian Frosh – who is backing Moore in the effort – telling him in a closed hearing about the maps that his stated concerns about how courts, “if that argument was made in a law class, I’m sorry to say it wouldn’t get an A, or even a B,” according to a person on the call.		training	CNN_0765
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Ferguson held his own press conference, repeating that he isn’t interested in putting up for a vote a bill that he knows will fail.		training	CNN_0766
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“The world is uncertain, the world is crazy, and we have a limited amount of time and energy and focus — and we have to put it where it matters most,” Ferguson explained.		training	CNN_0767
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Moore’s allies reject that: “We are moving redistricting legislation, immigration legislation and energy affordability all in one week,” said David Moon, the majority leader in the House of Delegates.		training	CNN_0768
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“I feel like we can walk and chew gum at the same time.” Like many legislative leaders in Annapolis and other state capitals, Ferguson has also made clear that he expects members dependent on him for their own power and bonuses to stick with him.		training	CNN_0769
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He already pulled a chairmanship from one of the most pro-gerrymandering state senators, a move that was followed by his fellow Democratic state senators unanimously reelecting him to another term as leader.		training	CNN_0770
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Just let a vote happen, Moore and his allies have turned to saying.		training	CNN_0771
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	They want to dare state senators to stick to their “No” votes if they’re not just private assurances to Ferguson but lit up next to their names on the electronic board up on the wall of the chamber.		training	CNN_0772
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“We should not just count this idea that because one person thinks something, that’s what everybody thinks.		training	CNN_0773
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	And listen, my thing is this, prove me wrong,” he said.		training	CNN_0774
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	As for Ferguson, Moore said, “I have not tried to psychoanalyze why he does not see the assault that I’m seeing or the urgency of this.” Right now, though, Moore doesn’t have the votes.		training	CNN_0775
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Of Maryland’s 47 state senators, 34 are Democrats.		training	CNN_0776
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	They need 29 to pass the plan since the state constitution requires a three-fifths majority for amendments.		training	CNN_0777
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	State senators involved say the most generous current count gives Moore’s side 10, maybe 11.		training	CNN_0778
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	As of this weekend, “nothing has changed on the Senate side.		training	CNN_0779
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	That’s probably the way leadership wants it.		training	CNN_0780
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	They want it to be, ‘Nothing to see here, moving on,’” one Democratic state senator told CNN, asking to remain anonymous to discuss the internal conversations.		training	CNN_0781
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	But once the bill passes the House of Delegates and the clock ticks down on the end of February candidate filing deadline, the senator added, “I think it’s really just a matter of time to see what the advocates will do to ramp up the pressure on senators.” Last fall, Moore made a little news by ruling out running for president.		training	CNN_0782
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Almost no one believes him, including a bunch of the people who work for him.		training	CNN_0783
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He’s continuing to meet with major donors, as he did on a recent trip to New York.		training	CNN_0784
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Most observers figure he’ll get through what, without Hogan, is looking like a glide-path reelection in November and be ordering new campaign signs by early next year.		training	CNN_0785
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Several in Newsom’s orbit are already savoring the contrast the California governor could make on a future debate stage.		training	CNN_0786
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Newsom retaliated against Texas Republicans by creating five more likely Democratic seats via a ballot proposition that he pushed through and won.		training	CNN_0787
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Newsom himself was more diplomatic.		training	CNN_0788
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“We’ve been discussing his unique circumstances — including the fact (that) his calendar (is) different than ours,” Newsom told CNN in a text.		training	CNN_0789
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“Bottom line: Trump is just winding up (on November vandalism).		training	CNN_0790
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	We all need to stand guard — lots more has to be done to counter.” Caught between saying he just wants fair maps that under the new proposal would make every district more competitive and that he’s doing this to help Democrats, Moore accuses Trump of “political redlining” and describing the special burden he feels as the only current Black governor in America.		training	CNN_0791
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	He waves away those who argue Maryland’s moving forward would prompt other Republicans to retaliate, given that Gov.		training	CNN_0792
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Ron DeSantis is already pushing ahead in Florida.		training	CNN_0793
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“I am not wondering or hoping anymore that somehow others will see better angels.		training	CNN_0794
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	They are very clear on what they want to do.		training	CNN_0795
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	And they’re very clear they’re not stopping,” Moore said.		training	CNN_0796
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“And so I don’t see how this idea that, ‘Oh, if we just sit quiet, the beatings will stop.’” Moore says he gets why people talk about him running in 2028, but that he still doesn’t look in the mirror and see a president.		training	CNN_0797
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	That has never been part of his thinking, he insists.		training	CNN_0798
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	Asked what he says to Clooney and others who keep pressing him to run, Moore writes it off to the past year of this Trump presidency having “absolutely accelerated a hope for what comes next, because I think people are just desperate to get to know what comes next.” With the story he tells of his beginnings, his military service in Afghanistan and the work he’s been doing as governor, Moore says he knows that there are those who see him as the potential vessel for that hope.		training	CNN_0799
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“I don’t want to feel despair.		training	CNN_0800
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	I don’t want to turn on television to see this.		training	CNN_0801
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	I want to feel inspired.		training	CNN_0802
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	I want to feel hopeful.		training	CNN_0803
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	I want to feel that, you know what, this is going end up becoming just a really bad chapter of a really good book,” Moore said.		training	CNN_0804
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	“When you hear people say, ‘Thank God I’m in Maryland,’ I kind of love that, because it means that we’re taking this moment seriously.		training	CNN_0805
https://edition.cnn.com/2026/02/01/politics/wes-moore-maryland-democrats-redistricting	But I don’t want to be the vessel for the frustration.” CORRECTION: This story has been updated to reflect that the Maryland Senate would need 29 votes to pass a redistricting plan instead of 24.		training	CNN_0806
https://edition.cnn.com/2026/02/01/politics/maine-senate-mills-platner-collins-age	Janet Mills was laying out her case against Sen.		training	CNN_0807
https://edition.cnn.com/2026/02/01/politics/maine-senate-mills-platner-collins-age	Susan Collins to several dozen supporters recently when one attendee raised a question on the minds of many voters in Maine.		training	CNN_0808
